,level_0,AGEGROUP,SEX,INDUSTRY,xo_c,yo_c,xd_c,yd_c,indexes,dest_sa,orig_sa,0,1,2,3,4,5,6,distance,cum_dist
232,232,11,male,retail,152.9857368053885,-27.5300375063664,153.01771026659495,-27.445422413511675,11146,30301105142,30101100616,30101100616,30101100407,30301105142,30101100616,30101100623,0,0,0.13050486857879184,0.2888857113246952
233,233,7,male,publicAdmin,153.26343339118537,-27.343943134567443,153.01177803631094,-27.54448099026248,9137,30101100305,30101100433,30101100433,30101100305,30101100425,0,0,0,0,0.06040387302448875,0.11600321611416904
234,234,9,male,publicAdmin,153.02767552831835,-27.55479124640533,152.96125609219132,-27.48365992034573,8140,30101100421,30101100505,30101100505,30101100407,30101100421,30101100421,0,0,0,0.05776804406635134,0.0591198915083397
235,235,6,female,publicAdmin,153.1175101692263,-27.4945766372328,153.2058539196969,-27.47965895844633,9587,30203103815,30102100924,30102100924,30203103815,30102101325,30102100901,30302105605,0,0,0.3492862658968829,0.9360384829217805
236,236,10,female,education,153.1935689179926,-27.48982695081087,153.06915080966917,-27.57932668807299,8747,30404110331,30501111001,30501111001,30103101701,30404110331,0,0,0,0,0.09375384497022173,0.25530085478149894
237,237,12,male,construction,153.06746319809932,-27.56099462440258,153.20070077710844,-27.33430292274962,10124,30501110513,30404110322,30404110322,30501110513,30501110531,30501111008,0,0,0,0.0909317351130615,0.10694155212343832
238,238,11,female,manufacturing,153.03454350291838,-27.554648460572515,153.06810225781877,-27.5110803660014,11924,30401108505,30203103603,30203103603,30204104616,30401108505,30504113612,30501111202,30203103808,0,0.26459219383438753,0.5769042779388742
239,239,5,male,transport,153.07047371625583,-27.44807115626224,153.01903940783595,-27.585751426121632,2944,30501111035,30501111035,30501111035,30501111035,30501111035,0,0,0,0,0.0,0.0
240,240,12,male,education,152.9990615993874,-27.527524601088174,152.99502073992826,-27.435321440822225,3054,30102100718,30102100720,30102100720,30102100718,0,0,0,0,0,0.016577285286292636,0.016577285286292636
241,241,10,male,professional,152.9452535071121,-27.491526210011603,153.01935429077096,-27.389899011158068,7469,30504113724,30203103815,30203103815,30202103423,30203103815,30202103423,30504113724,30202103423,0,0.13475137330232612,0.2910226124298392
242,242,11,male,retail,152.99728602199568,-27.51958850922053,153.02292156490043,-27.55225727007204,11865,30301104813,30101100136,30101100136,30101100136,30301104917,30101100136,30301104813,0,0,0.13150249373596554,0.385452266589721
243,243,12,male,other,152.91826658592248,-27.46797728925433,153.2897835530956,-27.389899011158068,6972,30501110611,30501111031,30501111031,30501110611,30501111031,0,0,0,0,0.029245715894499792,0.058491431788999584
244,244,13,female,health,153.0476200264627,-27.469617729734782,153.01729116205894,-27.45033544781302,4071,30402108634,30402108615,30402108615,30402108634,30402108614,0,0,0,0,0.007952440676057743,0.016247608428601824
245,245,6,male,other,153.06187763583353,-27.54824378919468,153.26722255024706,-27.461444137620585,9607,30101100203,30103101620,30103101620,30103102110,30101100203,30103102120,30103102110,30103102110,0,0.05457226427630481,0.17795018894154335
246,246,9,male,construction,153.0372602329295,-27.464442604589625,153.06181660045382,-27.549387681155164,7559,30501111104,30101100116,30101100116,30101100614,30501111104,0,0,0,0,0.199496858360246,0.23439091661960804
247,247,12,female,admin,153.08788437302917,-27.56522392734128,153.02617384560608,-27.462507440669903,1302,30101100204,30304106905,30304106905,30101100204,0,0,0,0,0,0.09987970752305236,0.09987970752305236
248,248,10,female,professional,153.08302414599285,-27.470686683965354,153.13502179967287,-27.627226858278323,10906,30501110513,30401108115,30401108115,30501110513,30401108115,0,0,0,0,0.10726648341424072,0.21453296682848144
249,249,7,female,construction,153.13362009314628,-27.521330340302374,153.18079997059354,-27.45033544781302,9472,30101100336,30101100112,30101100112,30101100407,30101100336,0,0,0,0,0.03327679697936814,0.065545121571894
250,250,9,female,accom,153.0123884698432,-27.46453422787794,153.2131645956076,-27.37632096061324,7341,30403109518,30403109306,30403109306,30403109518,30403109311,0,0,0,0,0.016267099817307645,0.0323790033167737
251,251,9,female,construction,153.24831500080342,-27.55541418921096,153.01177873370142,-27.51442547655726,3488,30501110541,30101100403,30101100403,30101100327,30501110541,30102101107,30102101107,30102101107,0,0.168823043140439,0.4281165420915025
252,252,15,female,retail,153.0602990072444,-27.4975401783986,152.98090942878497,-27.50737644082741,5628,30303106103,30303106103,30303106103,30303106103,0,0,0,0,0,0.0,0.0
253,253,10,female,health,152.9821860560611,-27.49347992922384,153.22506114689642,-27.50322694250002,11195,30302105408,30503112903,30503112903,30501111107,30503112904,30503112904,30302105408,0,0,0.0626933873551008,0.12941267813974588
254,254,10,male,education,153.08883094719897,-27.393171359372367,153.00785794907807,-27.57355639949148,4504,30302105618,30302105816,30302105816,30302105618,30302105816,0,0,0,0,0.0513671479182194,0.1027342958364388
255,255,5,male,financial,153.23945543920178,-27.470191664358733,153.20184813143106,-27.48973397197819,5419,30102101214,30102100926,30102100926,30102100926,30102100926,30102101214,0,0,0,0.07680159026285166,0.07680159026285166
256,256,7,female,health,153.00562058717438,-27.527429876457525,153.07581112908687,-27.54297196011037,4030,30303106416,30303106416,30303106416,30303106416,0,0,0,0,0,0.0,0.0
257,257,7,male,other,153.23225550947626,-27.46812656965021,153.27377379836102,-27.541107096880275,10528,30501110531,30303106032,30303106032,30501110531,30303106022,0,0,0,0,0.13359035480456335,0.26188682434039523
258,258,5,male,financial,153.06262497259945,-27.565372223829662,153.04666946962712,-27.454998364623886,9949,30204104224,30504113525,30504113525,30501111112,30204104208,30204104224,0,0,0,0.17533943388282958,0.19103374967149483
259,259,11,male,manufacturing,153.07651354478816,-27.449032878558715,153.20524472667086,-27.545338260661453,3982,30306108003,30306108007,30306108007,30306108007,30306108007,30306108003,0,0,0,0.008820103508220862,0.008820103508220862
260,260,6,female,mining,153.15238109239465,-27.389411745324583,153.2613004308266,-27.51563648585305,6112,30501111107,30401108419,30401108419,30501111107,30401108401,30401108401,0,0,0,0.10146992872757875,0.20554509393731124
261,261,11,female,education,152.95496245175238,-27.561041680998123,153.2681510561326,-27.552726942478785,4122,30102101305,30102101214,30102101214,30102101305,30102100729,30102101214,30102100729,0,0,0.038453486399381016,0.13476930125031145
262,262,11,female,health,153.06007727977533,-27.4945772196642,152.96188577127242,-27.56858148759736,4639,30101100505,30101100447,30101100447,30101100504,30101100437,30101100429,30101100305,30101100505,0,0.05996836519543362,0.1589315733674759
263,263,5,male,health,153.24831500080342,-27.54760861252988,153.0176889133284,-27.56647733399182,2184,30204104404,30303106316,30303106316,30204104404,30204104404,0,0,0,0,0.2245396746426158,0.2245396746426158
264,264,13,female,retail,153.03268799466525,-27.47280966295521,153.025381626986,-27.38464491965326,10599,30102101305,30303106409,30303106409,30102101305,0,0,0,0,0,0.15603052276163584,0.15603052276163584
265,265,9,female,education,153.03202247258406,-27.40032566722213,153.01459702352446,-27.527819447279995,10724,30404110303,30302105208,30302105208,30404110301,30302105208,30404110303,0,0,0,0.10854807883108375,0.324019988178602
266,266,10,female,transport,153.0420906994167,-27.387573400215487,153.2727206938673,-27.549387681155164,7114,30102100710,30102100916,30102100916,30102100916,30102100916,30102100916,30102100710,30102100916,0,0.10156819552287508,0.20313639104575015
267,267,8,male,education,153.10215688505386,-27.532189323699445,153.21875683653562,-27.534421809754704,2959,30304107016,30304107016,30304107016,30304107016,30304107016,0,0,0,0,0.0,0.0
268,268,9,male,financial,153.0133569270085,-27.52449362853704,153.07134799003148,-27.43276478317565,2091,30101100423,30102101305,30102101305,30101100423,30102100815,0,0,0,0,0.09894884794819975,0.1606421993944989
269,269,7,female,admin,153.21867956713714,-27.524173315752943,153.27117277834898,-27.55952200971296,7133,30501110531,30501110541,30501110541,30501110531,30501110541,0,0,0,0,0.0067638667779840655,0.013527733555968131
270,270,7,male,construction,153.26343339118537,-27.395996401440488,153.20821563988775,-27.54634597007241,2262,30403109410,30403109302,30403109302,30403109302,30403109302,30403109311,30403109410,0,0,0.042293550584430885,0.06288867028637932
271,271,11,female,education,152.9431586368088,-27.466769724514425,153.0293347703516,-27.569279392100405,8943,30103101701,30101100111,30101100111,30101100439,30103101701,0,0,0,0,0.13578733364534376,0.17064821121060159
272,272,9,female,utilities,153.10255105671024,-27.52032409959392,153.210841390583,-27.53686230122544,1704,30101100442,30102101327,30102101327,30101100442,30102101324,0,0,0,0,0.1181781066171765,0.22867791527667714
273,273,11,male,health,153.09422162684825,-27.52911470537962,153.0535154553819,-27.50839891956702,10950,30101100417,30202102702,30202102702,30101100417,30202102702,0,0,0,0,0.27622434617720026,0.5524486923544005
274,274,11,male,construction,153.04127714268958,-27.45546680449236,153.0656634406347,-27.50974827374121,10688,30304106711,30102101305,30102101305,30304106711,30102101330,0,0,0,0,0.23734211486954426,0.49388360088243044
275,275,12,female,construction,153.0649037019641,-27.46667892157245,153.03603051628866,-27.389899011158068,95,30103102031,30101100318,30101100318,30103102031,30101100430,0,0,0,0,0.07886681939242093,0.19930924772188202
276,276,8,female,publicAdmin,153.22345799597412,-27.5189067436858,153.04313293691806,-27.50339647561168,9684,30403109311,30403109311,30403109311,30403109311,30403109311,0,0,0,0,0.0,0.0
277,277,13,female,other,153.0222418095418,-27.49079232727471,153.223996863345,-27.626903284109726,4893,30203103603,30203103603,30203103603,30203103603,0,0,0,0,0,0.0,0.0
278,278,6,female,admin,153.0222418095418,-27.49764303652384,153.26922679812736,-27.363308047181743,4541,30303106324,30303106324,30303106324,30303106324,30303106324,30303106324,0,0,0,0.0,0.0
279,279,5,female,retail,153.28279060525597,-27.55749055263165,153.0292087965231,-27.56137897398744,5122,30101100416,30101100125,30101100125,30101100416,30101100125,0,0,0,0,0.028346476818674044,0.05669295363734809
280,280,8,female,admin,153.035931512603,-27.48977220724035,152.97695884302976,-27.47220191509687,3709,30202103423,30302105928,30302105928,30501110531,30202103423,30403109430,30203104026,0,0,0.14263970009729027,0.39659805343105115
281,281,13,male,construction,153.21867956713714,-27.46035273074364,153.05862785636526,-27.56903394088338,4993,30102101324,30305107631,30305107631,30305107631,30305107631,30102101324,0,0,0,0.29278530373948475,0.29278530373948475
282,282,12,male,admin,153.02767552831835,-27.450840388390333,153.06569451821002,-27.527819447279995,1868,30305107632,30305107632,30305107632,30305107632,30305107632,30305107632,0,0,0,0.0,0.0
283,283,7,female,wholesale,153.02734085703267,-27.52426341341365,153.0249240696691,-27.54677491134786,304,30501111204,30302105504,30302105504,30501110531,30501111204,30302105504,30302105504,0,0,0.04032270135005382,0.09521912070515849
284,284,13,female,financial,153.0332831672203,-27.537731757738957,153.2061454373638,-27.54805864423832,6498,30101100502,30501110919,30501110919,30303106103,30101100502,0,0,0,0,0.15671435547004003,0.24094998707942597
285,285,5,male,admin,153.05603050455682,-27.57495494978142,153.0308466155344,-27.433124199965413,9289,30101100121,30203103920,30203103920,30101100121,0,0,0,0,0,0.20212302843417354,0.20212302843417354
286,286,12,female,health,153.0103203083379,-27.46626962381425,153.2108590626412,-27.363308047181743,3929,30403109210,30403109615,30403109615,30403109210,30403109615,0,0,0,0,0.04588797611267002,0.09177595222534005
287,287,12,female,other,153.03900653623825,-27.44334369881527,153.20693594285137,-27.3833818915938,8907,30304106711,30101100607,30101100607,30304106711,30101100607,0,0,0,0,0.20735073748370247,0.41470147496740495
288,288,6,female,utilities,153.30263846998275,-27.464456810384256,153.22336943190354,-27.51680193503271,6326,30502111724,30202103310,30202103310,30202103217,30502111724,0,0,0,0,0.09510797125943636,0.11438896762886744
289,289,14,male,construction,153.05626734975448,-27.489597853075534,153.01146025027072,-27.50974827374121,1558,30103102019,30304107015,30304107015,30304107015,30304107015,30103102019,30304107015,30304107015,30301104813,0.17520581977889865,0.4540316448520564
290,290,7,female,admin,153.03033486633524,-27.44404368030651,153.26643994234246,-27.526051989269,11012,30302105332,30202103302,30202103302,30202103302,30202103302,30202103302,30202103302,30202103302,30302105332,0.12430096333633994,0.12430096333633994
291,291,10,male,transport,153.0222418095418,-27.471466698852844,153.26234643201576,-27.47965895844633,4087,30404110007,30403109615,30403109615,30403109615,30403109615,30403109715,30404110007,0,0,0.09722020217012504,0.10987703918539601
292,292,8,female,other,153.0311227614053,-27.459643655158825,153.0570118640032,-27.62982118680125,10366,30501110536,30103101622,30103101622,30501110536,30103101622,30103101622,30103101622,0,0,0.14942739956400952,0.29885479912801904
293,293,5,male,manufacturing,153.10255105671024,-27.52790961794276,152.96777819642978,-27.5505072936466,8096,30404110322,30504113210,30504113210,30504113210,30404110322,30504113210,30504113231,0,0,0.04448491087839027,0.09515370634729321
294,294,13,female,agriculture,153.02888256549855,-27.543229808463856,153.03590217812325,-27.557705904962305,9694,30202103221,30203104022,30203104022,30202103221,30203104028,0,0,0,0,0.04212270995196691,0.09971786605133906
295,295,9,male,health,153.0454574557305,-27.49083542991552,153.049480376247,-27.60258676534434,7723,30203103806,30504113612,30504113612,30302105224,30203103806,0,0,0,0,0.08810573777867775,0.2072242854057343
296,296,9,female,education,153.21116547679597,-27.46615892257888,153.03123746855098,-27.519769249966995,11211,30501110708,30302105403,30302105403,30501110708,30501110708,0,0,0,0,0.0222459882061861,0.0222459882061861
297,297,13,male,admin,153.0479600423373,-27.39727231579068,153.19324182192068,-27.30034642723117,2728,30501110538,30203103603,30203103603,30501110538,0,0,0,0,0,0.12143424778858693,0.12143424778858693
298,298,8,male,arts,153.26315252563637,-27.397834349190244,153.27542624287602,-27.54515593190272,11645,30101100120,30402109111,30402109111,30101100120,30402109007,0,0,0,0,0.3359033501475976,0.6052934200916213
299,299,12,male,agriculture,153.10871244363733,-27.519042319133437,153.27569634637757,-27.486321458235007,9935,30101100314,30101100606,30101100606,30101100314,30101100606,0,0,0,0,0.024122898281993065,0.04824579656398613
300,300,11,male,health,153.1935689179926,-27.48543473847344,153.14805511171633,-27.52360297320544,10689,30102100815,30102100939,30102100939,30102100939,30102100815,30102100815,30101100416,30102100939,0,0.11827715267059587,0.2850761029859351
301,301,13,female,health,153.24885640933798,-27.39526991003708,153.17063610678588,-27.54790338845814,3471,30402108805,30402108803,30402108803,30402108805,30402108803,0,0,0,0,0.010667270215620703,0.021334540431241406
302,302,12,female,publicAdmin,153.19895269299514,-27.337578421860886,153.22190159424622,-27.4908719492188,12557,30501110513,30501110513,30501110513,30501110513,30501110513,0,0,0,0,0.0,0.0
303,303,9,female,construction,153.08844302614722,-27.46829514421509,153.023631240659,-27.3679299360242,499,30102101115,30503112614,30503112614,30304107116,30102101115,0,0,0,0,0.2835164042927417,0.30188384140207747
304,304,7,male,financial,153.02607252438253,-27.49968939268834,153.2698638774599,-27.49935876928317,1278,30101100425,30103102110,30103102110,30103102110,30103102110,30101100425,30103102110,0,0,0.114214927866442,0.228429855732884
305,305,5,male,health,153.21042429106706,-27.581108454236396,153.2747469713968,-27.46122336495089,11371,30303106516,30303106324,30303106324,30303106516,30303106324,0,0,0,0,0.012077799560450247,0.024155599120900494
306,306,9,female,health,152.93854875352469,-27.465855078972066,153.277008849193,-27.550501733303005,2789,30203103603,30302105524,30302105524,30203103603,30302105524,30302105524,0,0,0,0.1322426783303949,0.2644853566607898
307,307,13,male,it,153.21042429106706,-27.56693369113234,153.03549675383212,-27.50006194115257,6374,30303106023,30101100420,30101100420,30101100442,30101100420,30101100442,30303106023,0,0,0.10761113764541781,0.13861976063977485
308,308,5,male,transport,152.99728602199568,-27.44134102350768,153.0697084839323,-27.53762895668379,1525,30504113501,30302105712,30302105712,30302105712,30504113501,0,0,0,0,0.09284336781316106,0.09284336781316106
309,309,14,female,financial,153.0246271599514,-27.563572379694453,153.01350887619682,-27.53514666214608,3243,30101100127,30102100946,30102100946,30101100127,30102100946,0,0,0,0,0.14055387373922476,0.2811077474784495
310,310,5,male,transport,153.0372602329295,-27.49956676767001,153.0311818285352,-27.465321519331912,4970,30504113528,30504113526,30504113526,30504113528,30504113526,0,0,0,0,0.00603312966945924,0.01206625933891848
311,311,7,female,construction,153.0568762971145,-27.396197010066043,153.28092071144786,-27.38204793885592,7801,30302105504,30302105501,30302105501,30302105504,0,0,0,0,0,0.006109345619850595,0.006109345619850595
312,312,5,male,admin,153.06082191272566,-27.51578859736385,153.2707414362451,-27.48187945798379,8896,30303106110,30102101305,30102101305,30102100728,30303106110,0,0,0,0,0.20651008254440104,0.2494903843494004
313,313,9,male,it,153.04207795994256,-27.446633861502697,153.00579844950363,-27.460655445855338,3370,30101100120,30102101315,30102101315,30102101315,30102101315,30101100120,30102101333,30102101242,0,0.11339273829442573,0.22941669380339746
314,314,5,female,professional,153.1125475854038,-27.475638351735828,153.27886133677362,-27.35697563757315,2175,30102100713,30102100926,30102100926,30102100713,0,0,0,0,0,0.1004998754680003,0.1004998754680003
315,315,8,female,retail,153.0282145527622,-27.447643672629354,153.10231797167182,-27.46396290973612,11324,30101100323,30102100728,30102100728,30101100323,30102100728,0,0,0,0,0.054273760508946174,0.10854752101789235
316,316,10,female,transport,153.08844302614722,-27.394066456833723,153.08149045462014,-27.5347169045486,5164,30503111910,30503112609,30503112609,30503112847,30503112614,30503112613,30503111910,0,0,0.0398585808147807,0.06625169628724206
317,317,11,female,professional,153.02734085703267,-27.550346127344092,153.05763782555766,-27.54297196011037,6913,30201102222,30202103117,30202103117,30201102222,30202103117,0,0,0,0,0.07526622632370365,0.1505324526474073
318,318,13,male,professional,153.01308705099353,-27.474118041946078,153.03097121903258,-27.389899011158068,1552,30101100125,30102100916,30102100916,30101100125,30102100916,0,0,0,0,0.14100447041191425,0.2820089408238285
319,319,14,male,other,153.2941991816254,-27.49779272584712,153.0037120460746,-27.56262230036957,9074,30102100713,30101100127,30101100127,30102100713,30101100127,0,0,0,0,0.02915553593773738,0.05831107187547476
320,320,13,female,professional,153.0939956476817,-27.440500244923044,153.2233440014842,-27.48605390896057,6772,30501111204,30501111213,30501111213,30501111204,30501111213,0,0,0,0,0.009494769936238582,0.018989539872477163
321,321,7,female,it,153.0392979948409,-27.44539120497368,153.21379216451555,-27.421304376499844,1355,30402108634,30402108615,30402108615,30402108634,30402108629,0,0,0,0,0.007952440676057743,0.016535855085107257
322,322,12,female,retail,153.03767554438411,-27.467785883021584,153.03039074477482,-27.47289743630376,4591,30501110531,30501110541,30501110541,30501110531,0,0,0,0,0,0.0067638667779840655,0.0067638667779840655
323,323,8,male,manufacturing,153.08844302614722,-27.490343573275943,153.03732890905056,-27.529569462475468,4872,30501110536,30302105225,30302105225,30501110531,30501110536,0,0,0,0,0.0519041673423237,0.054895557194114306
324,324,9,female,other,153.01763308975626,-27.445994479142676,153.21024069459506,-27.435615823065817,2051,30302105803,30502111310,30502111310,30302105803,30502111310,0,0,0,0,0.045531843246838295,0.09106368649367659
325,325,13,female,health,153.01672848488312,-27.482896094713908,153.02336536332714,-27.48604243738987,8149,30306108007,30502111301,30502111301,30306108007,30503111912,30403109613,30201102604,30305107632,0,0.15299522605812757,0.7221769494399589
326,326,6,female,publicAdmin,152.9657445817318,-27.46599985957738,153.28665493791516,-27.475605965189747,5759,30102100718,30102101211,30102101211,30102101212,30102100718,0,0,0,0,0.01853506243895309,0.01861997392192612
327,327,5,male,professional,153.03222245969238,-27.384803243308674,153.2793165664253,-27.50974827374121,3723,30301104914,30103102137,30103102137,30301104914,30103102137,0,0,0,0,0.04211911801758446,0.08423823603516892
328,328,14,female,admin,153.0975770226666,-27.47305245561412,152.99034718416198,-27.54515593190272,12328,30203103509,30202102820,30202102820,30203103920,30203103509,0,0,0,0,0.049137352339640526,0.07292124312655351
329,329,12,male,it,153.25724149852022,-27.52716931094282,153.2079102946261,-27.532196440561304,5937,30305107418,30203103701,30203103701,30305107418,0,0,0,0,0,0.24081016917775477,0.24081016917775477
330,330,9,female,it,152.9531219889087,-27.556372382826957,152.9759427811452,-27.475605965189747,4060,30306107809,30501111110,30501111110,30302105802,30306107809,30403109416,0,0,0,0.15345577823765832,0.3001338862069016
331,331,6,male,it,153.12015833579665,-27.49060125505689,153.15185814086735,-27.389899011158068,5308,30301105127,30501111032,30501111032,30301105127,30501111227,0,0,0,0,0.10361037414367126,0.22058790599349534
332,332,9,female,health,153.03222245969238,-27.519750641918908,152.9927231236334,-27.567644942316765,5698,30401108412,30401108419,30401108419,30401108412,30401108419,0,0,0,0,0.018481594097829634,0.03696318819565927
333,333,15,female,publicAdmin,152.96009985956786,-27.581679385743023,152.9971104728139,-27.45773673652225,1649,30501110536,30102100728,30102100728,30102100728,30101100116,30101100116,30102100728,30501110536,0,0.24575926385075406,0.3385979047971344
334,334,6,male,agriculture,153.19065049851488,-27.526117732089254,153.2120003612438,-27.524960883560045,685,30302105812,30501110703,30501110703,30501111204,30501110703,30501110703,30302105812,0,0,0.015897582805710304,0.033019421897619
335,335,8,male,retail,153.19545009494112,-27.35869003280064,153.21765218049876,-27.543060432632696,447,30302105206,30501110708,30501110708,30501111001,30302105206,30501110708,30501111204,30501110708,0,0.029874144429807622,0.09408341960153443
336,336,13,female,construction,153.048328087049,-27.447296388076083,153.00590649376858,-27.55952200971296,7017,30503112843,30302105406,30302105406,30503112843,30302105406,0,0,0,0,0.059449978738772655,0.11889995747754531
337,337,11,female,publicAdmin,153.0222418095418,-27.3944305408936,153.2167432301288,-27.532196440561304,4747,30103101701,30101100444,30101100444,30103101701,30101100444,0,0,0,0,0.12637790359673973,0.25275580719347945
338,338,7,female,retail,153.03268799466525,-27.46565212988876,153.0418715595443,-27.381185297951845,11395,30101100407,30101100420,30101100420,30101100407,30101100420,0,0,0,0,0.02317980004403994,0.04635960008807988
339,339,8,male,construction,153.0025836412217,-27.561743860460712,153.08848226587682,-27.48903825445452,4740,30401108407,30401108419,30401108419,30401108407,30401108401,30401108111,0,0,0,0.020925471601850657,0.06364360638526367
340,340,13,female,health,153.0975770226666,-27.51930425842804,152.98290884627883,-27.587999203520965,4796,30306107814,30403109615,30403109615,30402109004,30302105206,30402109010,30306107814,0,0,0.11167332142077759,0.4236038545535372
341,341,14,male,utilities,152.91826658592248,-27.52447839377708,153.00980896160527,-27.46799380435135,5892,30302105310,30103101620,30103101620,30302105310,30103101620,30103101501,0,0,0,0.12166157116531807,0.25465583870600067
342,342,4,male,professional,153.01283760396274,-27.48658218614836,153.0105915133291,-27.48667895752592,5491,30102101242,30102100809,30102100809,30102101242,30102101242,0,0,0,0,0.07671532194309912,0.07671532194309912
343,343,7,male,education,153.0133569270085,-27.4928462444811,153.03839491626408,-27.48365992034573,5240,30404110322,30501110519,30501110519,30501110707,30403109410,30404110322,30501111213,30501110704,30501111213,0.08895951331646161,0.23096740026965973
344,344,8,female,transport,153.02333097002344,-27.518987712601497,153.02145959333978,-27.52360297320544,3251,30504113528,30504113528,30504113528,30504113528,0,0,0,0,0,0.0,0.0
345,345,8,female,health,153.07180606234988,-27.485117150713275,153.0334839347338,-27.548865931999785,9431,30101100319,30101100319,30101100319,30101100319,30101100319,0,0,0,0,0.0,0.0
346,346,7,male,mining,153.04411407001214,-27.56823759026348,152.93374576492928,-27.463270196825544,2261,30502111307,30102155001,30102155001,30102100738,30502111307,0,0,0,0,0.47206416795225276,0.5020717558951447
347,347,10,female,retail,153.01005911147408,-27.528118913738677,153.0564799188399,-27.351638407395328,4979,30102101314,30305107625,30305107625,30102101314,0,0,0,0,0,0.2724623119724164,0.2724623119724164
348,348,5,male,publicAdmin,153.0330439429681,-27.52668777315812,153.01228685786344,-27.550501733303005,19,30301105109,30402108717,30402108717,30501110930,30301105109,0,0,0,0,0.20354099736519482,0.23395309909362005
349,349,14,female,health,153.26343339118537,-27.53753737373108,153.07525988503434,-27.545338260661453,1596,30102155118,30102100946,30102100946,30102100946,30102100946,30102100946,30102100946,30102155118,0,0.10150183830230554,0.10150183830230554
350,350,10,female,professional,153.02899011871776,-27.61622739275529,153.28301987960265,-27.587604314137188,823,30302105913,30203103603,30203103603,30503111913,30503112105,30503113111,30302105913,0,0,0.16322647838422916,0.23607258493379152
351,351,13,male,financial,152.9831709141175,-27.49167117769324,153.01297977055214,-27.534335455886342,12280,30501110912,30102101213,30102101213,30501110912,30102100729,0,0,0,0,0.22872354603068767,0.44438956081128445
352,352,9,female,transport,153.16887062893895,-27.44543871497504,153.20099511139185,-27.462507440669903,4836,30102101211,30102101211,30102101211,30102101211,0,0,0,0,0,0.0,0.0
353,353,6,male,transport,153.17487296829358,-27.445882541247418,152.97792941046657,-27.46792374003924,565,30103101913,30103101510,30103101510,30103101510,30103101913,30103101913,0,0,0,0.03209618960011827,0.03209618960011827
354,354,11,male,it,153.22345799597412,-27.52615985493009,153.26160795885718,-27.505464817504453,6392,30303106201,30404110007,30404110007,30303106201,30404110007,30503112501,30404110120,0,0,0.1945788761976004,0.5960637249609942
355,355,5,female,health,153.02576253233437,-27.58820112112339,153.07131010244962,-27.5505072936466,11483,30304106821,30204104508,30204104508,30304106821,30204104508,0,0,0,0,0.19287534155055683,0.38575068310111366
356,356,8,female,it,153.06491786370347,-27.49538245805938,153.08359975451432,-27.43955244519855,1891,30501110534,30501110534,30501110534,30501110534,30501110534,30501110534,30501110534,0,0,0.0,0.0
357,357,11,male,retail,153.15501555187194,-27.55649916987134,153.20502682464868,-27.48187945798379,1570,30501111035,30501111035,30501111035,30501111035,30501111035,0,0,0,0,0.0,0.0
358,358,13,female,other,153.02930355928655,-27.56306363920756,152.9371056090295,-27.56506614856669,10351,30302105614,30102100946,30102100946,30102100934,30102100946,30102100946,30102101206,30302105614,0,0.2629375451374634,0.3758101381034727
359,359,8,male,professional,153.02857413446043,-27.39583995001981,153.05211666029663,-27.38464491965326,7143,30501110817,30303106110,30303106110,30501110817,0,0,0,0,0,0.10641060576975495,0.10641060576975495
360,360,11,male,education,152.97394558081882,-27.46955103786567,153.06934159393705,-27.49977193612996,7726,30101100605,30102100703,30102100703,30101100605,30102100703,0,0,0,0,0.06918599947167349,0.13837199894334698
361,361,14,male,retail,153.031607020511,-27.449176491576097,153.05923740516684,-27.553884106213417,12637,30303106003,30103102126,30103102126,30303106003,30103102126,30103102126,30103102126,0,0,0.13862149977312035,0.2772429995462407
362,362,11,female,retail,153.25788030249134,-27.49824975992677,152.9798387477262,-27.50339647561168,7208,30501110706,30501110534,30501110534,30501110534,30501110534,30501110706,30501110534,0,0,0.016528240068273855,0.03305648013654771
363,363,8,female,accom,153.2024601929628,-27.489825057323888,153.0367212978324,-27.558070264698507,9279,30501110531,30102101107,30102101107,30501110531,30101100425,0,0,0,0,0.19454477246955026,0.3935235583732588
364,364,8,male,construction,153.0063325293057,-27.567403669215715,153.26299746845368,-27.39155510171163,8191,30501110531,30501110531,30501110531,30501110531,0,0,0,0,0,0.0,0.0
365,365,12,male,education,153.2808097610855,-27.518752105087326,153.01481507363573,-27.58735466792016,7181,30201102401,30502111708,30502111708,30503112706,30503112706,30504113405,30201102401,0,0,0.11885973754797435,0.21915710110801767
366,366,8,female,construction,153.08844302614722,-27.451112985640613,153.2789474985356,-27.3679299360242,6031,30503112408,30401108407,30401108407,30304107109,30501111235,30302105812,30503112408,0,0,0.169362588535483,0.25256496817720486
367,367,14,female,education,153.0133569270085,-27.493527459177287,153.0701292982621,-27.53514666214608,9246,30103101606,30101100318,30101100318,30101100407,30101100336,30101100336,30103101606,30101100614,0,0.0748982913152674,0.207526853900521
368,368,5,female,arts,153.0133569270085,-27.519764778427767,153.0278642908586,-27.521868460671328,836,30202102821,30202102820,30202102820,30202102820,30202102820,30202102820,30202102821,0,0,0.004454577553476125,0.004454577553476125
369,369,9,male,construction,153.26343339118537,-27.470271634605275,152.9327947659414,-27.534639450554728,4658,30101100407,30103101806,30103101806,30101100407,30103101806,0,0,0,0,0.08090379109502048,0.16180758219004096
370,370,5,female,admin,153.2408391738792,-27.56077945686563,152.99186276678444,-27.470274945544503,4918,30302105340,30306107808,30306107808,30306107808,30302105340,30306107807,30306107807,30306107808,0,0.10071997024294296,0.20416687324115154
